"ID","researcher","year","title","journal","article_type","article_type_other","continents","countries","municipalities","gen_type","urban_type","gradient_study","agriculture_type","ag_type_other","production_type","production_type_other","conservation","question","result_1","result_2","ipm"
348,"JM",2018,"urban backyards as a new model of pineapple germplasm conservation","Plant Genetic Resources-Characterization and Utilization","research","","south america","Brazil","Cabaceiras do Paraguaçú, Bahia","plant","peri-urban;urban","not gradient study","residential garden","","food","","cons_effects;manage_effects","Can city residents be effective stewards of and urban gardens be viable areas for conservation of pineapple germplasms?","The city residents wanting to be involved in the study had a certain level of education, understood the importance of conservation, and were mostly women. Working with local governments can help establish commerical outlets for added benefit to growers.","The urban pineapples did not differ in characteristics from the preserved type from the germbank, so the urban plots can be effective conservation plots of pineapple germplasms. Losses to the crops came from those who moved or remodeled their home.",0
349,"JM",2018,"mayan homegardens in decline the case of the pitahaya (hylocereus undatus), a vine cactus with edible fruit","Tropical Conservation Science","research","","north america","Mexico","","plant","suburb;urban","gradient study","residential garden","","food","","cons_effects;manage_effects","we evaluate whether the use, knowledge, or management of Hylocereus undatus varies according to the proximity of homegardens to urban centers or with the economic stratification of owners.","good model for understanding the effects of modernization in the Yucatan on homegardens. women harvest pitahaya fruits more than men, and families learn from grandparents more than any other family member","Homegardens are abandoned in towns closer to cities or where roads have been improved. less traditional knowledge about pitahayas when home gardeners have higher school attendance, and living closer to cities.",0
350,"JM",2017,"spatiotemporal dynamics of plant diversity in response to farmers' evolved settlements in shanghai","Urban Forestry & Urban Greening","research","","asia","China","Shanghai","plant","peri-urban;urban","gradient study","business garden/farm;residential garden","","food","","information","How has plant diversity changed as a consequence of agricultural resettlement due to urban sprawl?","Generally, compared with traditional settlements, new settlements displayed greater richness and diversity of plant species, primarily because of the exotic species present in new settlements.","Farmers’ socio-economy primarily causes the difference of species richness. Species richness was scale dependent and index dependent, with urban having higher gleason index and suburban having higher shannon index",0
351,"JM",2017,"intrinsic and extrinsic drivers of yard vegetation in urban residential areas implications for conservation planning","Urban Ecosystems","research","","north america","USA","San Juan, Puerto Rico","plant","urban","not gradient study","residential garden","","ornamental","","manage_effects","evaluated the external factors to the household social-ecological system that influence the availability of plants for residential landscapes and how they may influence the presence of native plants in residential yards","People don't know where to get natives. t local
nurseries, natural dispersion, exchanges among family and
friends and historical plantings can be just as important
sources of yard plants.","",0
352,"JM",2017,"ecosystem services and tradeoffs in the home food gardens of african american, chinese-origin and mexican-origin households in chicago, il","Renewable Agriculture and Food Systems","research","","north america","USA","Chicago, IL","plant","urban","not gradient study","residential garden","","food;ornamental","","information","What kind of flora are present, and what kind of ecosystem services to urban gardens in Chicago provide?"," the gardens of African American households were relatively rich in ornamental plant species and families, while those of Chinese-origin households had a depauperate flora. Species richness of total urban sites exceeded richness of prairie outside city","Crop plant richness was more even across sample types. Shade trees and a developed shrub layer were absent from most gardens, possibly representing a tradeoff in ecosystem services in favor of food production.",0
353,"JM",2017,"socioecological features of plant diversity in domestic gardens in the city of bogota, colombia","Urban Forestry & Urban Greening","research","","south america","Colombia","Bogota","plant","urban","not gradient study","residential garden","","food;ornamental;medicinal","1","information","What are the characteristics of home gardens in Bogota, Colombia?","There was a significant association between garden area and species richness. Most garden plants were exotic plants of Neotropical origin and ornamental use.","Gardens show high potential for conservation of cultural and biological diversity.",0
354,"JM",2017,"manor gardens harbors of local natural habitats?","Biological Conservation","research","","europe","Czech Republic","","plant","urban","not gradient study","residential garden","","food;ornamental","","information;manage_effects","Are Manor gardens Harbors of local natural habitats?","Gardens are natural habitat harbors because of the decline of such habitats in landscape.
Gardens are more important in landscapes having a high level of human impact","Manor gardens play an important role in the conservation of natural habitats.",0
355,"JM",2017,"can raingardens produce food and retain stormwater? effects of substrates and stormwater application method on plant water use, stormwater retention and yield","Ecological Engineering","research","","australia","Australia","Melbourne","plant","urban","not gradient study","community garden/farm;residential garden","rain garden","food","","none","Can raingardens produce food and retain stormwater?","Successful vegetable raingardens need to both retain stormwater and produce vegetables. Bigger plants also had greater transpiration, which meant greater stormwater retention.","Overall, potting mix produced bigger plants and greater yield than loamy sand. A raingarden with potting mix and surface watering was optimal for food and stormwater retention.",0
356,"JM",2017,"urban ethnobotany a case study in neighborhoods of different ages in chapeco, santa catarina state","Acta Botanica Brasilica","research","","south america","Brazil","Chapeco, Santa Catarina State","plant","urban","not gradient study","residential garden","","medicinal","1","information","survey the plant species composition in urban residential home gardens of two neighborhoods of different ages in the municipality of Chapecó (state of Santa Catarina, southern Brazil)","Lamiaceae was the most cited botanical family,","oldest neighborhood exhibited larger sizes of house-lot gardens in comparison to the youngest neighborhood, but species richness was the same. Intended use of plants was not different, so size has no effect on the type and purpose of plants grown",0
357,"JM",2017,"urban community garden agrodiversity and cultural identity in philadelphia, pennsylvania, us","Geographical Review","research","","north america","USA","Philadelphia, PA","plant","urban","not gradient study","community garden/farm;residential garden","","food;ornamental","","information","conducted an interdisciplinary study of agrodiversity and cultural identity, based certain markers of identity, including how people see themselves with respect to race, ethnicity, or place of origin, in community gardens","the cultural identity of the gardeners influenced species selection and reason for gardening, with foreign-born gardeners' main motivation for gardening being to preserve culture and create spaces for cultural exchange.","U.S.–born gardeners reported that they participate in gardening to clean up and stabilize vacant lots in their neighborhoods, create spaces to grow fresh food, and enjoy leisure time.",0
358,"JM",2017,"ethnobotanical study of medicinal plants in urban home gardens in the city of abaetetuba, para state, brazil","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","research","","south america","Brazil","Abaetetuba, Para","plant","urban","not gradient study","residential garden","","medicinal","1","information","What medicinal plants are growing in northern Brazil urban home gardens?","56% of  the interviewees use medicinal plants from their home gardens as the first-line treatment. 82.5% of the interviewees reported that the labor involved in caring  for  those  plants  is  supplied  by  the  female members  of  the  family","74%  stated  that  they  exchanged medicinal plants  with relatives and  neighbors. home gardens evaluated harbored a great diversity of medicinal species (SDtot-47.43), although knowledge of the plants was not distributed evenly (SEtot-0.383)",0
359,"JM",2017,"naturalization of ornamental plant species in public green spaces and private gardens","Biological Invasions","research","","europe","Germany","Radolfzell","plant","peri-urban;urban","not gradient study","residential garden","","ornamental","","none","investigate whether naturalization success of garden plants is associated with their current planting frequency, climatic suitability and known naturalization status","most of the currently planted alien garden species have proven their ability to naturalize. Basically, current garden weeds have the ability to become naturalized in the future.","",0
360,"JM",2017,"local- and landscape-scale land cover affects microclimate and water use in urban gardens","Science of the Total Environment","research","","north america","USA","California Central Valley","plant","urban","gradient study","residential garden","","food","","none","Using climate loggers, we examined
how vegetation, ground cover, and
land cover affect temperature within
the gardens","garden microclimate was significantly related to the number of minutes watered as well as the number of liters of water used per watering event. local management of ground cover and vegetation can reduce mean and max temps"," Tallest vegetation, tree/shrub species richness, grass&mulch cover, and landscape level agricultural cover were cooling factors. garden size, garden age, rock cover, herbaceous species richness, and landscape level urban cover
were warming factors",0
361,"JM",2017,"how green is your garden? urban form and socio-demographic factors influence yard vegetation, visitation, and ecosystem service benefits","Landscape and Urban Planning","research","","australia","Australia","Brisbane","plant","urban","not gradient study","residential garden","","food;ornamental","","none","examine the extent to which physical (e.g. availability of space) and personal (e.g. age, socio-economic disadvantage) factors influence the potential ecosystem services people can gain from their private yards in Brisbane, Australia","Urban form and demographic factors influence ecosystem service benefits from yards.
Benefits also differ depending on passive or active interaction with yards.","Yard size, age, and social advantage were positively associated with vegetation availability and use of yards.
Greater vegetation cover in the yard was not associated with higher use.",0
362,"JM",2017,"urban and industrial land uses have a higher soil biological quality than expected from physicochemical quality","Science of the Total Environment","research","","europe","France","","invertebrate","exurban;urban","gradient study","business garden/farm;community garden/farm;residential garden","","food","","information;manage_effects","How do the soil microarthropod communities change across various land uses, including urban and industrial land uses? Can the communities be used as bioindicators of good soil health?","Higher heavy metals are found in urban soils, including urban garden soils. However, this does not translate into a lower biodiversity of collembola in urban garden soils. The urban garden soils had a diversity close to or even higher than forest soils.","The diversity of microarthropods was highest in forest soils, followed by urban garden soils, urban and industrial soils, grassland, arable land, and lasty vineyard.",0
363,"JM",2017,"floristic composition and richness of urban domestic gardens in three urban socioeconomic stratifications in the city heredia, costa rica","Urban Ecosystems","research","","north america","Costa Rica","Heredia","plant","urban","not gradient study","residential garden","","food;medicinal; ornamental","1","information","Characteristics of the gardens and their owners were then analyzed to determine the relationship of species richness between the three sites studied","50 women (82 %) and 11 men (18 %), mostly herbs planted, mostly planted in the soil, mostly non-native plants, gardening activities increase with the age of the individual","Owners considered some plants as weeds, of which 76 % were native. Bigger the area the higher the richness of species in gardens which could correspond to simple area or because increased socioeconomic status has more resources",0
364,"JM",2017,"plants in traditional home gardens richness, composition, conservation and implications for native biodiversity in benin","Biodiversity and Conservation","research","","africa","Benin","","plant","urban","not gradient study","residential garden","","food;ornamental;medicinal","1","cons_effects;manage_effects","assessing (i) the size and membership of garden flora and the contribution to the maintenance of the national flora, (ii) how home garden flora connects to the larger ecosystem it belongs to and (iii) the conservation status of plant species"," 14.21% of plant species and 44.32% of plant families of the national flora. Home gardens' plant diversity was a subset of regional diversity with 60% of plant species from their phyto-geographical district","contribution of home gardens to the maintenance of plant species diversity at regional and global levels, but not necessarily local level since the plants are locally rare in individual home gardens.",0
365,"JM",2017,"ecosystem services of allotment and community gardens a leipzig, germany case study","Urban Forestry & Urban Greening","research","","europe","Germany","Leipzig","plant; soil_microbe","urban","not gradient study","community garden/farm;residential garden","","food;ornamental","","information","compare the impact of garden management type and intensity on biodiversity patterns, in particular plant species richness and composition, and ecosystems services including soil nutrient cycling."," community gardens showing higher basal respiration than allotment gardens, Highest microbial biomass was found on lawn areas, lowest microbial biomass on edible areas,  higher abundance of trees in suburban than urban allotment estates","highest pH and soil water content were found in semi-urban gardens, the lowest values in suburban gardens. Overall, significant differences in biodiversity patterns and ecosystem services provision between allotment and community gardens",0
366,"JM",2017,"floral biodiversity of allotment gardens and its contribution to urban green infrastructure","Urban Ecosystems","research","","europe","Poland","Poznan","plant","urban","not gradient study","community garden/farm;residential garden","","food;ornamental","","information","How do allotment gardens contribute to urban floral biodiversity?","allotment gardens should be considered as biodiversity hotspots for native species within urban green infrastructure. composition of the flora depends mostly on spatial and functional organization of allotment","lifestyle behavior is the main driver of vegetation cover in private areas. There's a trend to convert purely vegetable growing gardens to a mixed recreation, ornamental, veggie garden",0
367,"JM",2017,"agrobiodiversity and in situ conservation in quilombola home gardens with different intensities of urbanization","Acta Botanica Brasilica","research","","south america","Brazil","quilambola neighborhood","plant","exurban;peri-urban","not gradient study","community garden/farm;residential garden","","food","","information","How does the size of home gardens vary in rural and urban locations? How do the richness and abundance of plant species that are grown in rural and urban home gardens vary? What is the origin of the species in home gardens?","The home gardens were larger in the more urbanized community (Aldeia) compared to the less urbanized community (Fortunato).","The presence of locally important medicinal plants and food crops in the home gardens is indiciative of the importance of culture and socioeconomic status in the composition of the home gardens.",0
368,"JM",2016,"investigation on plant species and health assessment in roof garden in east area of zhengzhou city","Agricultural Science & Technology","research","","asia","China","Zhengzhou City","plant","urban","not gradient study","community garden/farm","","food","","none","How do plants on food roofs vary from ones below in terms of diversity, viability, root stock, and plant pathogen load?","no significant difference between plants grown in the ground and plants grown on the roof. Rooftop plants experienced more problems with diseases and root aeration","",0
369,"JM",2016,"crop diversity and plant-plant interactions in urban allotment gardens","Renewable Agriculture and Food Systems","research","","north america","Canada","Toronto, Ontario","plant","urban","not gradient study","community garden/farm;residential garden","","food","","none"," How diverse are allotment plots and what are the most common plants found in gardens?

(2). Second, how are crops arranged in Toronto allotment plots?","Across Toronto, crop diversity was relatively high but within individual gardens, diversity was low. Crops were often intermingled with other crops. Gardeners tend to plant crops less densely than recommended by seed distributors.","the average garden size of backyard food gardens in Toronto is much larger than that available to gardeners with allotment plots. Allotment plots were more diverse and densely planted than backyard gardens, and it may reflect socioeconomic status",0
370,"JM",2016,"dark side of the fence ornamental plants as a source of wild-growing flora in the czech republic","Preslia","research","","europe","Czech Republic","","plant","urban","not gradient study","residential garden","","food;ornamental","","none"," We studied ornamental plants in the
Czech Republic in order to provide detailed information, based on field sampling, on the diversity of
taxa grown in cultivation in private gardens"," Of these taxa 1417 (76.9%) were alien and 420 (22.8%) native. 45.6% occur both in cultivation and the
wild. Most alien ornamentals are native to Asia and Americas","ornamentals can become invasive",0
371,"JM",2016,"woody plant diversity in urban homegardens in northern thailand","Economic Botany","research","","asia","Thailand","","plant","urban","not gradient study","residential garden","","food","","none","What is the diversity of home gardens in Thailand, and what are the socioeconomic drivers of homegarden diversity?","Out of 92 woody species, 48% were exotic. The presence of exotic plants appears to be a common feature of urban homegardens. Mango and fig were the most common and most abundant, respectively.","Urban gardeners use their gardens to supplement diets and incomes.  did not find that homegarden size determined species richness and diversity. household head’s occupation, education, and age of household correlate w garden diversity",0
372,"JM",2016,"edible plants of urban domestic gardens in the capricorn district, limpopo province, south africa","Tropical Ecology","research","","africa","South Africa","Limpopo","plant","urban","not gradient study","residential garden","","food","","information","investigated the contribution of urban domestic garden flora in the Capricorn District, Limpopo Province, South Africa to household food supply","food plants in urban domestic
gardens contribute to livelihoods of local people
through provision of ecosystem services, food
supplements and income generation","Women dominated the gardeners in the study. There is a need for native plant and gardening education, policy, conservation, and economic outlets for people in S. Africa.",0
373,"JM",2016,"diversity in flowering plants and their characteristics integrating humans as a driver of urban floral resources","Urban Ecosystems","research","","north america","USA","Chicago, IL","plant","urban","gradient study","residential garden","","ornamental","","none","Examining plant characteristics and functional traits, distribution, and composition of floral resources in residential, front-facing yards in a highly developed U.S. city","floral abundance of weedy and ornamental plants did not significantly differ. at the neighborhood scale, most species were ornamental, perennial, and non-native. Diversity in neighborhood plays a role","Ornamental annual species had the greatest beta diversity, while weedy species had the lowest beta diversity. human choices may be most responsible for large-scale (i.e., gamma) diversity across the city",0
374,"JM",2016,"maize germplasm conservation in southern california's urban gardens introduced diversity beyond ex situ and in situ management","Economic Botany","research","","north america","USA","Southern California","plant","peri-urban;urban","not gradient study","community garden/farm;residential garden","","food","","cons_effects;manage_effects","Can home gardens and non-commercial growers of maize be sources of and conservation areas for genetic variation in the crop?","\"urban gardens may serve as underappreciated locations of ex situ diversity managed in situ\"","The movement of people and cultures in Southern California (ie migrants from Mexico and Central America) increase the diveristy of the genetic variation in maize since they usually bring the seeds of their local crops with them.",0
375,"JM",2016,"role of indian flying fox pteropus giganteus brnnich, 1782 (chiroptera pteropodidae) as a seed disperser in urban areas of lahore, pakistan","Turkish Journal of Zoology","research","","asia","Pakistan","Lahore","mammal","urban","not gradient study","park garden/farm","","food","","information"," The present study was designed to study the characteristics of the seeds exploited by the Indian flying fox, with implications for their dependence on the bats for their dispersal.","It can be concluded from the present study that P. giganteus is a seed disperser and transporter of heavier seeds as heavier seeds are mammal-dependent for their dispersal.","Seeds were from economically important fruit trees",0
376,"JM",2016,"floristic and structural differentiation between gardens of primary and secondary residences in the costa brava (catalonia, spain)","Urban Ecosystems","research","","europe","Spain","Catalonia","plant","suburb","not gradient study","residential garden","","food;ornamental","","none","The difference between primary and secondary homes was examined to determine whether the occupancy characteristics affect household garden structures and plant compositions.","a higher proportion of vegetable garden species and weeds were found in primary residences where the average socioeconomic status is lower","secondary residents opposed lawn gardens significantly more often than primary residents in another region of Catalonia (Spain). secondary residences have larger areas of trees, shrubs, flowers and swimming pools,",0
377,"JM",2016,"plant diversity and ecosystem services in amazonian homegardens of ecuador","Agriculture Ecosystems & Environment","research","","south america","Ecuador","","plant","peri-urban;urban","not gradient study","residential garden","","food","","manage_effects","The relationships among plant diversity, ecosystem services, and the factors that influence them formed the subject of study in tropical homegardens in Sangay, Ecuador","Homegardens house a large number of plants that provide crucial ecosystem services. Ethnic groups cultivate diverse plants species obtaining varied ecosystem services.","Homegardens with greater plant diversity provide more ecosystem services. Homegardens play a key role in biodiversity conservation.",0
378,"JM",2015,"a basic assessment of residential plant diversity and its ecosystem services and disservices in beijing, china","Applied Geography","research","","asia","China","Beijing","plant","urban","not gradient study","residential garden","","ornamental","","information","examine how plant diversity and plant traits vary in different residential areas, (ii) determine the main socio-economic factors driving plant trait variations","The number of perennial, alien, ornamental and edible plant species was largest in residential areas completed in 1990s. The Simpson, Shannon and Pielou indices for trees and shrubs were highest in areas completed in 1990s.","Housing prices were significantly positively correlated to plant traits of residential areas. Housing price and floor-area ratio are the variables that positively correlate with species richness.",0
379,"JM",2015,"detecting the plant species composition and diversity among the farmers' settlement types in shanghai","Landscape and Ecological Engineering","research","","asia","China","Shanghai","plant","exurban;suburb;urban","not gradient study","residential garden","","food","","information","explore the differences in plant landscapes between farmers’ settlement or resettlement types","Villages had higher percentages of indigenous, wild, and fruit and vegetable species but lower overall diversity index than urban housing.","village landscape has advantages of the conservation of indigenous plant species and the relative balance between daylighting and greening adjacent to buildings. Advantage of farmers, building owners in coming together for species diversity",0
380,"JM",2015,"to what extent does urbanisation affect fragmented grassland functioning?","Journal of Environmental Management","research","","africa","South Africa","Tlokwe","plant","peri-urban;urban","gradient study","park garden/farm","","fiber;ornamental","","information","To what extent does urbanisation affect fragmented grassland functioning?","Urbanisation per se does not result in high or low resource conserving patchiness and patch quality.

•
The management practice of mowing enhances the landscape functionality of urban grassland fragments.","",0
381,"JM",2015,"allotment gardens and parks provision of ecosystem services with an emphasis on biodiversity","Urban Forestry & Urban Greening","research","","europe","England; Poland","Manchester; Poznan","plant","urban","not gradient study","community garden/farm;residential garden","","food;ornamental","","information","aim of this study is to estimate differences between ecosystems and the services provided by them on AGs in Poland and the UK","Manchester allotment gardens are dominated by vegetable growing.
Poznan allotment gardens have a greater number of trees than in Manchester. There is higher species richness in allotments compared to parks.","Allotment gardens provide a wide range of important ecosystem services. Locally managed green areas can play a critical role in urban resilience.",0
382,"JM",2015,"home garden agrobiodiversity differentiates along a rural-peri-urban gradient in campeche, mexico","Economic Botany","research","","north america","Mexico","Campeche","plant","exurban;peri-urban;urban","gradient study","residential garden","","food;ornamental","","manage_effects","How does Agrobiodiversity Differentiate Along a Rural-Peri-Urban Gradient","agrobiodiversity does not decline along the rural—peri–urban gradient, but differentiates","rural gardens had more tree species, peri-urban had more herbaceous and ornamental. The rural gardens had more subsistence plants, and had more unique natives",0
383,"JM",2015,"useful plants grown and maintained in domestic gardens of the capricorn district, limpopo province, south africa","Studies on Ethno-Medicine","research","","africa","South Africa","Limpopo","plant","urban","not gradient study","residential garden","","food;ornamental","","information","What do people plant in urban domestic gardens in Limpopo, South Africa?","More than half of the species (52.4%) recorded in the surveyed domestic gardens are exotic to South Africa and 9.5 percent of the total garden flora are “indigenous cultivated”","dominant plant use category in domestic gardens was ornamental, followed by fruit trees",0
384,"JM",2015,"biodiversity and direct ecosystem service regulation in the community gardens of los angeles, ca","Landscape Ecology","research","","north america","USA","Los Angeles, CA","plant","urban","not gradient study","community garden/farm","","food;ornamental","","information","investigated the drivers of managed plant richness, abundance, and ES production in community gardens across Los Angeles County, CA from 2010 to 2012 at regional, garden, and plot scales","Ornamental plant richness increased with neighborhood income, while edible and medicinal richness increased with size of garden plots"," Cultural and provisioning ES are important for immigrant populations, resulting in ethnically distinct crop assemblages",0
385,"JM",2014,"plant species richness and abundance in residential yards across a tropical watershed implications for urban sustainability","Ecology and Society","research","","north america","USA","San Juan, Puerto Rico","plant","urban","not gradient study","residential garden","","food;ornamental","","information","evaluated various aspects of the plant biodiversity of residential yards","383 woody species, with shrubs being the most abundant. Shrubs mostly nonnative ornamnetals. Trees mostly food and ornamental","Front yards hosted more ornamental species per unit area than backyards, while the latter had more food plants.",0
386,"JM",2014,"native and exotic woody vegetation communities in domestic gardens in relation to social and environmental factors","Ecology and Society","research","","australia","New Zealand","Dunedin","plant","urban","not gradient study","residential garden","","ornamental","","information","Thirty-seven species commonly occurred across most gardens: most of these were exotic. Twelve native species were common throughout most gardens","Vegetated area, species knowledge, and education explained pattern in native communities, whereas vegetated area, species knowledge, and householder age explained variation in exotic communities","",0
387,"JM",2014,"the grass-free lawn management and species choice for optimum ground cover and plant diversity","Urban Forestry & Urban Greening","research","","europe","England","Reading","plant","urban","not gradient study","residential garden","","ornamental","","none","The grass-free lawn Management and species choice for optimum ground cover and plant diversity","Grass-free lawns provided a similar level of plant cover to grass lawns. Both the mowing regime and the combination of species used affected this outcome, with native plant species seen to have the highest survival rates,","",0
388,"JM",2014,"urban sprawl and species movement may decimate natural plant diversity in an afro-tropical city","Biodiversity and Conservation","research","","africa","Tanzania","Morogoro","plant","peri-urban;suburb;urban","gradient study","residential garden","","food;ornamental","","information","How does vegetation change from an urban to rural gradient?","density of tree species increased from urban core to peri-urban areas. Trees in peri-urban areas are purposefully grown for food or services. Species richness was highest in the urban core which represents the highest level of habitat disturbance","more exotics than natives - leads to homogenization of urban core. Similar vegetation structure across the gradient. Urban had more tree species total, just less dense.",0
389,"JM",2014,"comparative analysis of plant use in peri-urban domestic gardens of the limpopo province, south africa","Journal of Ethnobiology and Ethnomedicine","research","","africa","South Africa","Limpopo","plant","peri-urban","not gradient study","residential garden","","food;medicinal; ornamental","1","information","The aim of this study was to document differences and similarities in plant use and diversity in domestic gardens of two peri-urban communities in the Limpopo Province that differ in proximity to an urban area","The community further from the main city had a higher percentage of vegetable, medicinal, and native plants. The city that was closer to the city had more ornamentals, exotics, with food plants having a supplementary role.","",0
390,"JM",2014,"medicinal plants and traditional practices in peri-urban domestic gardens of the limpopo province, south africa","Indian Journal of Traditional Knowledge","research","","africa","South Africa","Limpopo","plant","peri-urban","not gradient study","residential garden","","medicinal","1","information;manage_effects","How is traditional knowledge on medicinal plants in peri-urban domestic gardens preserved in the Limpopo province, South Africa?","Use of garden plants in traditional medicine continues due to the ease of access in the community, and knowledge is passed via the community. They are the primary source of health care","Allows poorer people a supplementary income",0
391,"JM",2014,"urban cultivation in allotments maintains soil qualities adversely affected by conventional agriculture","Journal of Applied Ecology","research","","europe","England","Leicester","plant; soil_microbe","urban","not gradient study","community garden/farm;residential garden","","food","","information","e examine plot management
practices which may influence soil quality in allotments
including the prevalence of on-site composting; inputs of
manure, fertilizer and commercial compost; and the burning or removal of OM for disposal off-site.","Allotment soils had 32% higher SOC concentrations and 36% higher C : N ratios than
pastures and arable fields and 25% higher TN and 10% lower BD than arable soils."," small-scale urban food
production can occur without the penalty of soil degradation seen in conventional agriculture,
and maintains the high soil quality seen in urban greenspaces",0
392,"JM",2014,"drivers of plant biodiversity and ecosystem service production in home gardens across the beijing municipality of china","Urban Ecosystems","research","","asia","China","Beijing","plant","exurban;peri-urban;suburb","gradient study","residential garden","","food;ornamental","","none"," 1) How do biodiversity patterns change between different urbanized regions in Beijing? 2) How do ecosystem services provided by Beijing home gardens change with socioeconomic status and location-based preferences of gardeners?","a shift in species composition with increasing isolation from the city. uburban and exurban gardens were the most different, while peri-urban gardens
were similar to both others. Only exurban gardens had a positive relationship between species
and area.","Shift in composition from ornamental plants to edible plants the further you move away from Beijing",0
393,"JM",2014,"cultivation and use of domestic plants in different brazilian cities","Ciencia Rural","research","","south america","Brazil","South, Northeast and Midwest","plant","suburb;urban","not gradient study","residential garden","","medicinal","1","information","evaluate the use of plants in domestic backyards in different cities of three Brazilian regions, and to know the current conservation status of germplasm of some species of food, medicinal and ornamental plants cultivated in residential spaces.","In most cities, there was a higher occurrence in the use of food plants, except for the municipality of Aracaju, where residents use more plants for medicinal purposes.","Residents in countryside had higher habitats to cultivate plants when compared to people residing in the state capitals.",0
394,"JM",2013,"plants species identified in front gardens of town's housing estates","Acta Scientiarum Polonorum, Hortorum Cultus","research","","europe","Poland","Lublin","plant","urban","not gradient study","residential garden","","ornamental","","none","What is the plant species composition of newly designed front gardens in Lublin, Poland?","Front gardens appearing in housing estate development, in front of multi-family
buildings, look almost the same, they are similar species compositions too. 3 main species: iris, garden crinoid, chinese peony"," Perennial plants predominated and constituted
58.06%, annual species, as well as shrubs and dwarf shrubs constituted 19.35% and the
least represented group was that of bi-annual plants – 3.2%.",0
395,"JM",2013,"composition and diversity of lawn flora in differently managed village yards - a case study from southwestern hungary","Folia Geobotanica","research","","europe","Hungary","","plant","suburb","not gradient study","residential garden","","livestock;ornamental","","none","How do different yard management practices affect the types of lawn plants growing there?"," Modern regularly mown yards are diverse habitats but they possess the most artificially selected species pool. Trampled yards and chicken grazed yards had similar plant composition, but chicken grazed had less due to higher stress of eating them","Paving supports the greatest species diversity because joints  provide refuge for several plant species and this habitat reduces the competitive ability of dominant species.",0
396,"JM",2013,"environmental and socio-economic sustainability of chinampas (raised beds) in xochimilco, mexico city","International Journal of Agricultural Sustainability","research","","north america","Mexico","Mexico City","plant","peri-urban;urban","not gradient study","business garden/farm","","food","","manage_effects","evaluate the environmental and socio-economic sustainability of chinampas and greenhouses in Xochimilco, Mexico, by integrating farm and regional indicators.","greenhouses are more profitable, the contribution of chinampas to ecosystem services cant be substituted by greenhouses, as tree cover is lost, canals filled, and food is not provided. Greenhouses had a higher diversity and chemical use but get subsidies","Chinampas have shifted from staple crops to commercial horticulture in order to remain a technically viable and economically feasible option for local farmers. Starting to shift to more monocultures instead of self-sustaining systems they used to be",0
397,"JM",2013,"the cultivation of wild food and medicinal plants for improving community livelihood the case of the buhozi site, dr congo","Nutrition Research and Practice","research","","africa","Democratic Republic of Congo","Buhozi","plant","peri-urban;urban","not gradient study","community garden/farm;residential garden","","food;medicinal","1","information","Can intercropping wild food plants and medicinal plants on farmland provide health, economic, and social opportunities that support biodiversity conservation?","Planting certain medicinal plants is more profitable in this region than traditional beans or maize. This is important in an area where most residents are in poverty. Community can gain about 40 times higher income than from harvesting farming crops only","harvest of farming crops does not disturb the MP or WFP, and vice-versa. The health problems of the community are supplemented by the plants grown in the medicinal food plots.",0
398,"JM",2012,"habitat structure influences below ground biocontrol services a comparison between urban gardens and vacant lots","Landscape and Urban Planning","research","","north america","USA","Akron and Cleveland, OH","invertebrate; soil_microbe","urban","not gradient study","community garden/farm","","food","","information","Assess the extent of naturally occurring belowground biological pest control services in post-industrial cities which have accumulated substantial amounts of vacant land","gardens were more heterogeneous with respect to composition and arrangement of vegetation than the vacant lots, whereas vacant lots had more complexity than gardens in the volume and numbers of distinct leaves of grassy and weedy species","Ants were the major contributors of biocontrol activity followed by microbial communities in vacant lots. In urban gardens, ants and microbial communities were equal. Microbial pathogens had higher activity in urban gardens as compared to vacant lots",0
399,"JM",2012,"predicting native plant landscaping preferences in urban areas","Sustainable Cities and Society","research","","north america","USA","Raleigh, NC","plant","urban","not gradient study","residential garden","","ornamental","","none","Predicting native plant landscaping preferences in urban areas","Neighborhood norms and ethnicity were the most important predictors of landscaping preferences. ? Respondents significantly overestimated their neighbors’ preference for turf grass. ? African Americans preferred turf grass more than Caucasians.","Income was negatively related to preference for native plant based landscaping. 50% native plant / turfgrass garden landscaping designs are preferred over traditional turf designs.",0
400,"JM",2012,"phylogenetic and functional characteristics of household yard floras and their changes along an urbanization gradient","Ecology","research","","north america","USA","Minneapolis-St. Paul, MN","plant","suburb;urban","gradient study","residential garden","","food;ornamental","","none","what spontaneous plants do gardens harbor?"," decrease of
phylogenetic diversity from the natural-areas species
pool to the yard flora:","Along
the urbanization gradient, yards had more species per hectare in densely built regions than in
lower-density regions, but phylogenetic diversity and functional composition did not change",0
401,"JM",2012,"plant traits link people's plant preferences to the composition of their gardens","Landscape and Urban Planning","research","","australia","Australia","Ballarat","plant","urban","not gradient study","residential garden","","food;ornamental","","none","This study will explore the role of preference in people's garden plant choices by focussing on plant traits including flower size, leaf colour, nativeness and leaf width.","People's preferences for plant traits predict the plants occurring in their gardens. ? Plant preferences are diverse and related both to aesthetic and non-visual traits like nativeness and drought tolerance","Garden diversity can in part be attributed to heterogeneity in plant preferences.",0
